Bleak House,Lawrence Boythorn ,"an old friend of John Jarndyce's; a former soldier who always speaks in superlatives; very loud and harsh, but goodhearted. Boythorn was once engaged to (and very much in love with) a woman who later left him without giving him any reason. That woman was in fact, Miss Barbary, who abandoned her former life (including Boythorn) when she took Esther from her sister. Boythorn is also a neighbour of Sir Leicester Dedlock's, with whom he is engaged in an epic tangle of lawsuits over a right-of-way across Boythorn's property that Sir Leicester asserts the legal right to close. He is thought to be based on the writer Walter Savage Landor."
Bleak House,Sir Leicester Dedlock ,"a crusty baronet, very much older than his wife. Dedlock is an unthinking conservative who regards the Jarndyce and Jarndyce lawsuit as a mark of distinction worthy of a man of his family lineage. On the other hand, he is shown as a loving and devoted husband towards Lady Dedlock, even after he learns about her secret."
Bleak House,Mr Tulkinghorn ,"Sir Leicester's lawyer. Scheming and manipulative, he seems to defer to his clients but relishes the power his control of their secrets gives him. He learns of Lady Dedlock's past and tries to control her conduct, to preserve the reputation and good name of Sir Leicester. He is murdered, and his murder gives Dickens the chance to weave a detective plot into the closing chapters of the book."
Bleak House,Mr Snagsby ,the timid and hen-pecked proprietor of a law-stationery business who gets involved with Tulkinghorn and Bucket's secrets. He is Jo's only friend. He tends to give half-crowns to those he feels sorry for.
Bleak House,Miss Flite ,"an elderly eccentric. Her family has been destroyed by a long-running Chancery case similar to Jarndyce and Jarndyce, and her obsessive fascination with Chancery veers between comedy and tragedy. She owns a large number of little birds which she says will be released 'on the day of judgement.'"
Bleak House,William Guppy ,"a law clerk at Kenge and Carboy. He becomes smitten with Esther and makes an offer of marriage (which she refuses). Later, after Esther learns that Lady Dedlock is her mother, she asks to meet Mr Guppy to tell him to stop investigating her past. He fears the meeting is to accept his offer of marriage (which he does not want to pursue now she is disfigured). He is so overcome with relief when she explains her true purpose that he agrees to do everything in his power to protect her privacy in the future."
Bleak House,Inspector Bucket ,"a detective who undertakes several investigations throughout the novel, most notably the investigation of the murder of Mr Tulkinghorn. He is notable in being one of the first detectives in English fiction. This character is probably based on Inspector Charles Frederick Field of the then recently formed Detective Department at Scotland Yard. Dickens wrote several journalistic pieces about the Inspector and the work of the detectives in Household Words. It has also been argued that the character was based on Jack Whicher, one of the 'original' eight detectives set up by Scotland Yard in the middle 19th century."
Bleak House,Mr George ,"a former soldier (having served under Nemo) who owns a London shooting-gallery and is a trainer in sword and pistol. The prime suspect in the murder of Mr Tulkinghorn, he is exonerated and his true identity is revealed, against his wishes. He is George Rouncewell, son of the Dedlocks' housekeeper, Mrs Rouncewell, who welcomes him back to Chesney Wold. He ends the book as body-servant to the stricken Sir Leicester Dedlock."
Bleak House,Caddy Jellyby ,"a friend of Esther's, secretary to her mother. Caddy feels ashamed of her own 'lack of manners', but Esther's friendship heartens her. Caddy falls in love with Prince Turveydrop, marries him, and has a baby."
Bleak House,Krook ,"a rag and bottle merchant and collector of papers. He is the landlord of the house where Nemo and Miss Flite live and where Nemo dies. He seems to subsist on a diet of gin. Krook dies from a case of spontaneous combustion, something that Dickens believed could happen, but which some critics (such as the English essayist George Henry Lewes) denounced as outlandish. Amongst the stacks of papers obsessively hoarded by the illiterate Krook is the key to resolving the case of Jarndyce and Jarndyce."
Bleak House,Jo ,"a young boy who lives on the streets and tries to make a living as a crossing sweeper. Jo was the only person with whom Nemo had any real connection. Nemo expressed a paternal sort of interest in Jo (something that no human had ever done). Nemo would share his meagre money with Jo, and would sometimes remark, 'Well, Jo, today I am as poor as you,' when he had nothing to share. Jo is called to testify at the inquiry into Nemo's death, but knows nothing of value. Despite this, Mr Tulkinghorn pays Mr Bucket to harry Jo and force him to keep 'moving along' [leave town] because Tulkinghorn fears Jo might have some knowledge of the connection between Nemo and the Dedlocks. Jo ultimately dies from a disease (pneumonia, a complication from an earlier bout with smallpox which Esther also catches and from which she almost dies)."
Bleak House,Allan Woodcourt ,"a surgeon and a kind, caring man who loves Esther deeply. She in turn loves him but feels unable to respond, not only because of her prior commitment to John Jarndyce, but also because she fears her illegitimacy will cause his mother to object to their connection."
Bleak House,Grandfather Smallweed ,"a moneylender, a mean, bad-tempered man who shows no mercy to people who owe him money and who enjoys inflicting emotional pain on others. He lays claim to the deceased Krook's possessions because Smallweed's wife is Krook's only living relation, and he also drives Mr George into bankruptcy by calling in debts. It has been suggested that his description (together with his grandchildren) fits that of a person with progeria, although people with progeria only have a life expectancy of 14 years, while Grandfather Smallweed is very old."
Bleak House,Mr Vholes ," a Chancery lawyer who takes on Richard Carstone as a client, squeezes out of him all the litigation fees he can manage to pay, and then abandons him when Jarndyce and Jarndyce comes to an end."
Bleak House,Conversation Kenge ,"a Chancery lawyer who represents John Jarndyce. His chief foible is his love of grand, portentous, and empty rhetoric."
Bleak House,Mr Gridley ,"an involuntary party to a suit in Chancery (based on a real case, according to Dickens's preface), who repeatedly seeks in vain to gain the attention of the Lord Chancellor. He threatens Mr Tulkinghorn and then is put under arrest by Inspector Bucket, but dies, his health broken by his Chancery ordeal. The character is based on the true case of Thomas Cook of Onecote, Leek which was brought to Dicken's attention in 1849 by his solicitor Mr W. Challinor of Leek."
Bleak House,Mrs Snagsby ,"Mr Snagsby's highly suspicious and curious wife, who has a 'vinegary' personality and incorrectly suspects Mr Snagsby of keeping many secrets from her: she suspects he is Jo's father."
Bleak House,Guster ,"the Snagsbys' maidservant, prone to fits."
Bleak House,Neckett ,a debt collector – called 'Coavinses' by debtor Harold Skimpole because he works for that business firm.
Bleak House,Charley ,"Coavinses' daughter, hired by John Jarndyce to be a maid to Esther. Called 'Little Coavinses' by Skimpole."
Bleak House,Tom ,Coavinses' young son.
Bleak House,Emma ,Coavinses' baby daughter.
Bleak House,Mrs Jellyby ,"Caddy's mother, a 'telescopic philanthropist' obsessed with an obscure African tribe but having little regard for the notion of charity beginning at home.  It's thought Dickens wrote this character as a criticism of female activists like Caroline Chisholm."
Bleak House,Mr Jellyby ,Mrs Jellyby's long-suffering husband.
Bleak House,Peepy Jellyby ,the Jellybys' young son.
Bleak House,Prince Turveydrop ,a dancing master and proprietor of a dance studio.
Bleak House,Old Mr Turveydrop ,a master of deportment who lives off his son's industry.
Bleak House,Jenny ,a brickmaker's wife. She is mistreated by her husband and her baby dies. She then helps her friend look after her own child.
Bleak House,Rosa ,"a favourite lady's maid of Lady Dedlock whom Watt Rouncewell wishes to marry. The proposal is initially refused when Mr Rouncewell's father asks that Rosa be sent to school to become a lady worthy of his son's station. Lady Dedlock questions the girl closely regarding her wish to leave, and promises to look after her instead. In some way, Rosa is a stand-in for Esther in Lady Dedlock's life."
Bleak House,Hortense ,lady's maid to Lady Dedlock.  Her character is based on the Swiss maid and murderer Maria Manning.
Bleak House,Mrs Rouncewell ,housekeeper to the Dedlocks at Chesney Wold.
Bleak House,Mr Robert Rouncewell,"the adult son of Mrs Rouncewell, is a prosperous ironmaster."
Bleak House,Watt Rouncewell ,Robert Rouncewell's son.
Bleak House,Volumnia ,"a cousin of the Dedlocks, given to screaming."
Bleak House,Miss Barbary ,Esther's godmother and severe childhood guardian.
Bleak House,Mrs Rachael Chadband ,a former servant of Miss Barbary's.
Bleak House,Mr Chadband ,"an oleaginous preacher, husband of Mrs Chadband."
Bleak House,Mrs Smallweed ,the wife of Mr Smallweed senior and sister to Krook. She is suffering from dementia.
Bleak House,Young Mr (Bartholemew) Smallweed ,the grandson of the senior Smallweeds and friend of Mr Guppy.
Bleak House,Judy Smallweed ,the granddaughter of the senior Smallweeds.
Bleak House,Tony Jobling,"who adopts the alias Mr Weevle, is a friend of William Guppy."
Bleak House,Mrs Guppy ,Mr Guppy's aged mother.
Bleak House,Phil Squod ,Mr George's assistant.
Bleak House,Matthew Bagnet ,a military friend of Mr George's and a dealer in musical instruments.
Bleak House,Mrs Bagnet ,the wife of Matthew Bagnet.
Bleak House,Woolwich ,the Bagnets' son.
Bleak House,Quebec ,the Bagnets' elder daughter.
Bleak House,Malta ,the Bagnets' younger daughter.
Bleak House,Mrs Woodcourt ,Allan Woodcourt's widowed mother.
Bleak House,Mrs Pardiggle ,"a woman who does 'good works' for the poor, but cannot see that her efforts are rude and arrogant, and do nothing at all to help. She inflicts her activities on her five small sons, who are clearly rebellious."
Bleak House,Arethusa Skimpole ,Mr Skimpole's 'Beauty' daughter.
Bleak House,Laura Skimpole ,Mr Skimpole's 'Sentiment' daughter.
Bleak House,Kitty Skimpole ,Mr Skimpole's 'Comedy' daughter.
Bleak House,Mrs Skimpole ,"Mr Skimpole's ailing wife, who is weary of her husband and his way of life."
A Princess of Mars,John Carter,"An Earthman from Virginia with a mysterious background, Captain John Carter fought in the American Civil War on the Confederate side.  At the end of the war he goes prospecting for gold in Arizona. After various adventures, including an attack by Apaches, he is miraculously transported to Mars. During his nine years on that planet he effectively disappears from Earth and is believed dead, but he re-emerges in New York in 1876, settling in a house overlooking the Hudson River.  He apparently dies again in 1886, leaving instructions for a fictionalized Burroughs, who refers to Carter as  his Uncle Jack, to entomb him in a crypt. He also leaves Burroughs with the manuscript of A Princess of Mars, with instructions not to publish it for another 21 years. John Carter states that he has no memory before the age of 30 and has always appeared the same, without aging. He is adept at strategy, horsemanship, and all weapons, including firearms and swords.  He is 6'2' tall, clean-shaven, with close-cropped black hair and steel gray eyes. He is honorable, courageous, and eternally optimistic, even in the face of certain death. From the Green Martians he received the name 'Dotar Sojat,' after the first two green warriors whom he slew after his advent on Barsoom. He sometimes uses this name as an alias in later books of the Martian series."
A Princess of Mars,Dejah Thoris,"A red Martian princess of Helium, she is courageous, resolute, and frequently in mortal danger or under threat of dishonor by the evil designs of a succession of villains. She is the daughter of Mors Kajak, Jed (chieftain) of Lesser Helium, and the granddaughter of Tardos Mors, Jeddak (overlord or high king) of Helium. As such she is highly aristocratic and fiercely proud of her heritage. Introduced early in the novel, she immediately becomes the love interest of John Carter. As a central character in the first three Barsoom novels, her frequent capture by various enemies, and subsequent pursuit by John Carter, is a constant motivating element in their plots."
A Princess of Mars,Tars Tarkas,"A fierce Green Martian warrior from the tribe of Thark, he is unusual among his race for his ability to experience tender emotions such as friendship and love. His emotional development stems from a forbidden love affair in his youth, when he secretly began a partnership with a Green Martian woman named Gozava. He befriends John Carter and later fights at his side. Carter helps him become Jeddak of Thark and negotiates an alliance between the Green Martians and the city-state of Helium, which results in the destruction of Helium's enemy, Zodanga. Tars Tarkas more than once displays an ironic sense of humor; he mocks John Carter's perception of himself as 'a cruel green warrior' while fighting beside him, and in The Gods of Mars he comments on the disappointment of Barsoomian hopes for the afterlife."
A Princess of Mars,Tal Hajus,"Jeddak (king) of the Tharks, who years previously had ordered Gozava's death."
A Princess of Mars,Sola,"Daughter of Tars Tarkas and a friend of John Carter, she teaches him the Barsoomian language and the history of her race, as well as the secret of her own parentage. She appears in the immediate sequels to A Princess of Mars, but has no role in later books of the series."
A Princess of Mars,Sarkoja,"A Green Martian woman whose intrigues resulted in the death of Gozava and who schemes against John Carter. After Carter tells Tars Tarkas about her role in Gozava's death, she is frightened into a self-imposed exile and never heard from again."
A Princess of Mars,Kantos Kan,"A warrior of Helium who escapes a Warhoon prison with John Carter.  By the beginning of the second book, Kantos Kan is the chief commander of Helium's navy."
Amadís de Gaula,He ,"persecuted by the wizard Arcaláus, but protected by Urganda la Desconocida (Urganda the Unknown or Unrecognized), an ambiguous priestess with magical powers and a talent for prophecy. Knighted by his father King Perión, Amadís overcomes the challenges of the enchanted Ínsola Firme (a sort of peninsula), including passing through the Arch of Faithful Lovers."
A Portrait of the Artist as a Young Man,Stephen Dedalus ,"The main character of A Portrait of the Artist as a Young Man. Growing up, Stephen goes through long phases of hedonism and deep religiosity. He eventually adopts a philosophy of aestheticism, greatly valuing beauty and art. Stephen is essentially Joyce's alter ego, and many of the events of Stephen's life mirror events from Joyce's own youth. His surname is taken from the ancient Greek mythical figure Daedalus, who also engaged in a struggle for autonomy."
A Portrait of the Artist as a Young Man,Simon Dedalus ,"Stephen's father, an impoverished former medical student with a strong sense of Irish nationalism. Sentimental about his past, Simon Dedalus frequently reminisces about his youth. Loosely based on Joyce's own father and their relationship."
A Portrait of the Artist as a Young Man,Mary Dedalus ,Stephen's mother who is very religious and often argues with Stephen about attending services.
A Portrait of the Artist as a Young Man,Emma Clery ,"Stephen's beloved, the young girl to whom he is fiercely attracted over the course of many years. Stephen constructs Emma as an ideal of femininity, even though (or because) he does not know her well."
A Portrait of the Artist as a Young Man,Charles Stewart Parnell ,"An Irish political leader who is not an actual character in the novel, but whose death influences many of its characters. Parnell had powerfully led the Irish Parliamentary Party until he was driven out of public life after his affair with a married woman was exposed."
A Portrait of the Artist as a Young Man,Cranly ,"Stephen's best friend at university, in whom he confides some of his thoughts and feelings. In this sense Cranly represents a secular confessor for Stephen. Eventually Cranly begins to encourage Stephen to conform to the wishes of his family and to try harder to fit in with his peers, advice that Stephen fiercely resents. Towards the conclusion of the novel he bears witness to Stephen's exposition of his aesthetic philosophy. It is partly due to Cranly that Stephen decides to leave, after witnessing Cranly's budding (and reciprocated) romantic interest in Emma."
A Portrait of the Artist as a Young Man,Lynch ,Stephen's friend from university who has a rather dry personality.
Red Nails,Valeria ,"an Aquilonian pirate who served as a mercenary prior to the story's events.  Like Conan, she is a famous adventurer. Most of 'Red Nails' is told from Valeria's point of view."
Red Nails,Techotl ,typical of the warriors of Xuchotl. Howard relates Valeria's impressions in her first encounter with one such warrior:
The Last Chronicle of Barset,Reverend Josiah Crawley ,"the central character throughout the entire storyline of this novel. The story begins with him acting as the perpetual curate of Hogglestock. He has been accused of stealing a cheque worth 20 pounds. His wife is Mary Crawley, and together they are the parents of another central character, Grace Crawley, as well as two other children named Bob and Jane."
The Last Chronicle of Barset,Bishop Proudie,"also Doctor Proudie, acts as the bishop over the diocese of Barchester. His wife is Mrs. Proudie, and both characters were introduced in the preceding Barchester Towers novel."
The Last Chronicle of Barset,Archdeacon Theophilus Grantly,"also Doctor Grantly, is archdeacon of Barchester and rector of Plumstead Episcopi. He is married to Mrs. Grantly, and their son Major Henry Grantly is a central character in the main plot. Doctor Grantly and his wife were introduced in the preceding novel The Warden."
The Last Chronicle of Barset,Dean Frank Arabin,"also Doctor Arabin, serves as the dean of Barchester. He is husband to Eleanor Arabin, and they have a daughter named Susan “Posy” Arabin. Doctor Arabin is a close friend of Josiah Crawley, but is absent from his deanery for the majority of the story."
The Last Chronicle of Barset,Septimus Harding ,"a retired warden and precentor living at Barchester deanery. He is the father of Eleanor Arabin and Mrs. Grantly. While on his deathbed, Mr. Harding recommends Josiah Crawley for a new appointment in the church. Mr. Harding is the title character for the preceding novel The Warden."
The Last Chronicle of Barset,Reverend Mortimer Tempest,"also Doctor Tempest, is rector of Silverbridge and is charged with the task of heading up an ecclesiastical commission to investigate the ramifications of Josiah Crawley's expected conviction under criminal law."
The Last Chronicle of Barset,Reverend Mark Robarts ,the vicar of the parish of Framley and a friend of the Crawley family throughout the story. His wife is Mrs. Robarts and the Robarts family is central to the preceding novel Framley Parsonage.
The Last Chronicle of Barset,Major Henry Grantly ,"a central character to the plot and is the love interest of Grace Crawley. He is the son of Archdeacon Theophilus Grantly and Mrs. Grantly. He is a widower with one child, Edith Grantly. He is retired from the military position of major, and resides at Crosby Lodge under the financial provisions of his father."
The Last Chronicle of Barset,Johnny Eames ,the 'private secretary to the Chief Commissioner of the Income-tax board'. He is in love with Lily Dale but his proposals are rejected numerous times throughout the story. He is the nephew of Thomas Toogood and a distant cousin of Mary Crawley and Grace Crawley. Mr. Eames also participates in a secondary romance with Madalina Demolines which is ended before the conclusion of the story.
The Last Chronicle of Barset,Thomas Toogood ,an attorney who assists Josiah Crawley in his legal troubles. He is the uncle of Johnny Eames and cousin of Mary Crawley.
The Last Chronicle of Barset,Adolphus Crosbie ,"the love interest of Lily Dale. He had previously broken off relations with Lily Dale to marry Lady Alexandrina who died some short while before the storyline begins. After dissolving his relationship with Lily Dale, Mr. Crosbie had received a “thrashing” from Johnny Eames."
The Last Chronicle of Barset,Conway Dalrymple ,"a painter. Over the course of the story, Mr. Dalrymple is painting a portrait of one of his love interests, Clara Van Siever. The time and place for sittings are orchestrated by another of his love interests, Mrs. Dobbs Broughton. Mr. Dalrymple is also a close friend of Johnny Eames."
The Last Chronicle of Barset,Grace Crawley ,"a central character and serves as the love interest of Major Henry Grantly. Miss Crawley is the daughter of Josiah Crawley and Mary Crawley, and is a cousin of Johnny Eames. She becomes close friends with Lily Dale."
The Last Chronicle of Barset,Lily Dale ,the love interest of Johnny Eames and had a previous relationship with Adolphus Crosbie detailed in the preceding novel The Small House at Allington. She becomes close friends with Grace Crawley.
Martin Chuzzlewit,Old Martin Chuzzlewit,"the wealthy patriarch of the Chuzzlewit family, lives in constant suspicion of the financial designs of his extended family. At the beginning of the novel he has aligned himself with Mary, an orphan, to have a caretaker who is not expecting a share of his estate. Later in the story he makes an apparent alliance with Pecksniff, who, he believes, is at least consistent in character. His own true character is revealed by the end of the story."
Martin Chuzzlewit,Young Martin Chuzzlewit ,"the grandson of old Martin Chuzzlewit. He is the closest relative of old Martin, and has inherited much of the stubbornness and selfishness of the old man. Young Martin is the protagonist of the story. His engagement to Mary is the cause of estrangement between himself and his grandfather. By the end of the story he has become a reformed character, having realised and repented of the selfishness of his previous actions."
Martin Chuzzlewit,Anthony Chuzzlewit ,"the brother of old Martin. He and his son, Jonas, run a business called Chuzzlewit and Son. They are both self-serving, hardened individuals who view the accumulation of money as the most important thing in life."
Martin Chuzzlewit,Jonas Chuzzlewit ,"the mean-spirited, sinisterly jovial son of Anthony Chuzzlewit. He views his father with contempt and wishes for his death, so that he can have the business and the money for himself. It is suggested that he may have hastened the old man's death. He is a suitor of the two Miss Pecksniffs, wins one, then is driven to commit murder by his unscrupulous business associations."
Martin Chuzzlewit,George Chuzzlewit ,a bachelor cousin of old Martin.
Martin Chuzzlewit,Thomas (Tom) Pinch ,"a former student of Pecksniff's who has become his personal assistant. He is kind, simple and honest in everything he does, serving as a foil to Pecksniff. He carries in his heart an extreme loyalty and admiration for Pecksniff until he discovers Pecksniff's true nature through his treatment of Mary, whom Pinch has come to love. Because Tom Pinch plays such a large role in the story he is sometimes considered the novel's true protagonist."
Martin Chuzzlewit,Ruth Pinch ,"Tom Pinch's sister. She is sweet and good like her brother. At first she works as a governess to a wealthy family, but later she and Tom set up home together. She falls in love with, and marries, Tom's friend John Westlock."
Martin Chuzzlewit,Mark Tapley,"the good-humoured employee of the Blue Dragon Inn and suitor of Mrs Lupin, the landlady of the inn, leaves to find work that might be more of a credit to his character: that is, work sufficiently miserable that his cheerfulness will be more of a credit to him. He eventually joins young Martin Chuzzlewit on his trip to the United States, where he finds at last a situation that requires the full extent of his innate cheerfulness. Martin buys a piece of land in a settlement called Eden, which is in the midst of a malarial swamp. Mark nurses Martin through illness and they eventually return to England."
Martin Chuzzlewit,Mr Nadgett ,"a soft-spoken, mysterious individual who is Tom Pinch's landlord and serves as Montague's private investigator. He is hired to investigate the private lives of potential clients whom Montague hopes to defraud. It has been claimed that he is the first private investigator in fiction.Sarah Gamp (also known as Sairey or Mrs Gamp) is an alcoholic who works as a midwife, a monthly nurse and a layer-out of the dead. Even in a house of mourning Mrs Gamp manages to enjoy all the hospitality the house can afford, with little regard for the person she is there to minister to, and she is often much the worse for drink. She constantly refers to a Mrs Harris, who is 'a phantom of Mrs Gamp's brain ... created for the express purpose of holding visionary dialogues with her on all manner of subjects, and invariably winding up with a compliment to the excellence of her nature'. Mrs Gamp habitually carries with her a battered black umbrella: so popular with the Victorian public was the character that Gamp became a slang word for an umbrella in general. It is believed that the character was based on a real nurse described to Dickens by his friend Angela Burdett-Coutts.Mary Graham is the companion of old Martin Chuzzlewit, who has told her that she will receive nothing from him in his will. He expects that this will give Mary a strong interest in keeping him alive and well. Mary and old Martin Chuzzlewit's grandson fall in love, thus giving her an interest in the elder Chuzzlewit's death. The two lovers are separated by the events of the book, but are eventually reunited."
Martin Chuzzlewit,Mr Chuffey ,Anthony Chuzzlewit's old clerk and lifelong companion.
Martin Chuzzlewit,Jefferson Brick ,a war correspondent in The New York Rowdy Journal.
Martin Chuzzlewit,Bailey ,"a boy employed first by Mrs Todgers, then by the fraudster Montague Tigg, who laments him after he is reported to have suffered a fatal head injury in falling out of a cabriolet, though he eventually recovers."
The Voyages of Doctor Dolittle,Tommy Stubbins ,Narrator of the story who becomes Doctor Dolittle's assistant.
The Voyages of Doctor Dolittle,Doctor Dolittle ,The Doctor who can talk to animals.
The Voyages of Doctor Dolittle,Mathew Mugg ,The cat's meat man who knows everyone in Puddleby.
The Voyages of Doctor Dolittle,Joe ,The man who finds Tommy and Doctor Dolittle a boat for their journey.
The Voyages of Doctor Dolittle,Chee-Chee ,A chimp who comes from Africa and is a friend of the Doctor.
The Voyages of Doctor Dolittle,Dab-Dab ,A duck who is the Doctor's housekeeper.
The Voyages of Doctor Dolittle,Bumpo ,An African man who comes to England to study.
The Voyages of Doctor Dolittle,Long Arrow ,A naturalist who goes missing on Spidermonkey Island.
The Voyages of Doctor Dolittle,Jip ,The Doctor's dog.
The Voyages of Doctor Dolittle,Polynesia ,The Doctor's parrot
The Voyages of Doctor Dolittle,Bob ,Luke the Hermit's dog who claims his innocence.
The Voyages of Doctor Dolittle,The Great Glass Sea Snail ,The giant snail who takes the Doctor and his crew in its shell back to England.
The Voyages of Doctor Dolittle,Colonel Bellowes,A snobby man who briefly appears in the beginning of the book.
The Voyages of Doctor Dolittle,Miranda ,Beautiful Purple Bird-Of-Paradise from the south.
Madame Bovary,Emma Bovary ,"the novel's eponymous protagonist (Charles's mother and his former wife are also referred to as Madame Bovary, while their daughter remains Mademoiselle Bovary). She has a highly romanticized view of the world and craves beauty, wealth, passion, as well as high society. It is the disparity between these romantic ideals and the realities of her country life that drive most of the novel, leading her into two affairs and to accrue an insurmountable amount of debt that eventually leads to her suicide.  She lives a life of the mind, and it is her introspection and analysis of her internal conflicts that marks the psychological growth of Flaubert as an author."
Madame Bovary,Charles Bovary,"Emma's husband, is a very simple and common man. He is a country doctor by profession but is, as in everything else, not very good at it. He is in fact not qualified enough to be termed a doctor but is instead an officier de santé, or 'health officer'.  Yet he is a healthy man who enjoys his work, riding about to attend to patients.  He is outgoing and friendly, with a gift for remembering names and faces, and he is mostly called upon to perform first aid.  He does this competently enough to earn the loyalty and friendship of his patients in Tôtes; however, when he moves to Yonville to practise medicine there he is sabotaged by the pharmacist Homais.  Charles adores his wife and finds her faultless, despite obvious evidence to the contrary. He never suspects her affairs and gives her complete control over his finances, thereby securing his own ruin. Despite Charles's complete devotion to Emma, she despises him as she finds him the epitome of all that is dull and common."
Madame Bovary,Rodolphe Boulanger ,"a wealthy local man who seduces Emma as one more in a long string of mistresses. Though occasionally charmed by Emma, Rodolphe feels little true emotion towards her. As Emma becomes more and more desperate, Rodolphe loses interest and worries about her lack of caution. After his decision to escape with Emma, he resigns and feels unable to handle it, especially the existence of her daughter, Berthe."
Madame Bovary,Léon Dupuis ,"a clerk who introduces Emma to poetry and who falls in love with her. He leaves Yonville when he despairs of Emma reciprocating his feelings, but the two reconnect after Emma's affair with Rodolphe Boulanger collapses. They begin an affair, which is Emma's second."
Madame Bovary,Monsieur Lheureux ,"a manipulative and sly merchant who continually convinces people in Yonville to buy goods on credit and borrow money from him. Having led many small businesspeople into financial ruin to support his business ambitions, Lheureux lends money to Charles and plays Emma masterfully, leading the Bovarys so far into debt as to cause their financial ruin and Emma's suicide."
Madame Bovary,Monsieur Homais ,"the town pharmacist.  He is vehemently anti-clerical and practises medicine without a licence. Though he pretends to befriend Charles, he actively undermines Charles's medical practice by luring away his patients and by setting Charles up to attempt a difficult surgery, which fails and destroys Charles's professional credibility in Yonville."
Madame Bovary,Justin ,"Monsieur Homais' apprentice and second cousin.  He had been taken into the house on charity and was useful at the same time as a servant. He harbors a crush on Emma. At one point he steals the key to the medical supply room, and Emma tricks him into opening a container of arsenic so she can 'kill some rats keeping her awake'.  She, however, consumes the arsenic herself, much to his horror and remorse."
The Yellow Chief: A Romance of the Rocky Mountains,Squire Blackadder ,"owner of the Blackadder plantation, as well as Blount and Clara's father. Originally from Delaware, Blackadder bought his plantation on Choctaw land, referred to as the 'Choctaw Purchase.' A ruthless slaveholder and the only main character to be murdered under the hands of the Yellow Chief."
The Yellow Chief: A Romance of the Rocky Mountains,Blount Blackadder ,"Squire's oldest son, who initializes the story with Blue Dick's punishment of the pump at the plantation."
The Yellow Chief: A Romance of the Rocky Mountains,Clara Blackadder ,"the modest, unmarried Blackadder daughter, desperately in-love with Edward O'Neil."
The Yellow Chief: A Romance of the Rocky Mountains,Blue Dick (Yellow Chief) ,"the mistreated mulatto slave, who runs away and gains power over a Cheyenne tribe as their leader, Yellow Chief, in the Rocky Mountains."
The Yellow Chief: A Romance of the Rocky Mountains,Edward O'Neil ,a young Irishmen desperately in love with Clara Blackadder. He moves to the Rocky Mountains to live the life of a fur trapper.
The Yellow Chief: A Romance of the Rocky Mountains,Woboga ,"the Blackadder's Choctaw guide into the West, who is later revealed as a spy for Yellow Chief's revenge."
The Yellow Chief: A Romance of the Rocky Mountains,'Lije Orton ,"a 60-year-old experienced fur trapper of the Rocky Mountains, originally from Tennessee. He is the only character besides the slaves written with broken speech, implying a lack of education. He is the companion to Edward O'Neil."
The Yellow Chief: A Romance of the Rocky Mountains,Black Harris ,"an infamous mountain man and frequenter of the trading post, Fort St. Vrain, who later helps kill the Yellow Chief."
The Yellow Chief: A Romance of the Rocky Mountains,Old Nan ,"old, wise woman of the Blackadder slave community. She reveals that Clara and Blue Dick are blood-related."
Hedda Gabler,George (Jørgen) Tesman ,"Hedda's husband, an academic who is as interested in research and travel as he is enamored with his wife, although blind to Hedda's manipulative ways. Despite George's presumed rivalry with Eilert over Hedda, he remains a congenial and compassionate host and even plans to return Eilert's manuscript after Eilert loses it in a drunken stupor."
Hedda Gabler,Juliana (Juliane) Tesman ,"George's loving aunt who has raised him since early childhood. She is also called Aunt Julle in the play, and Aunt Ju-Ju by George. Desperately wants Hedda and her nephew to have a child. In an earlier draft, Ibsen named her Mariane Rising, clearly after his aunt (father's younger half-sister) and godmother Mariane Paus who grew up (with Ibsen's father) on the stately farm Rising near Skien; while she was later renamed Juliane Tesman, her character was modeled after Mariane Paus."
Hedda Gabler,Thea Elvsted ,"A younger schoolmate of Hedda and a former acquaintance of George. Nervous and shy, Thea is in an unhappy marriage."
Hedda Gabler,Judge Brack ,"An unscrupulous family friend. It is implied that the Judge has a lascivious personality, which he directs towards Hedda."
Hedda Gabler,Eilert Lövborg (Ejlert Løvborg) ,"George's former colleague, who now competes with George to achieve publication and a teaching position. Eilert was once in love with Hedda. Destroyed his reputation in society by spending his money on depravity."
Hedda Gabler,Bertha (Berte) ,A servant of the Tesman's. Wants to please Hedda at all times.
The Philanderer,Colonel Daniel Craven,v.c.
She: A History of Adventure,Horace Holly ,"protagonist and narrator, Holly is a Cambridge man whose keen intellect and knowledge was developed to compensate for his ape-like appearance. Holly knows a number of ancient languages, including Greek, Arabic, and Hebrew, which allow him to communicate with the Amahagger (who speak a form of Arabic) and She (who knows all three languages). Holly's interest in archaeology and the origins of civilisation lead him to explore the ruins of Kôr."
She: A History of Adventure,Leo Vincey ,"ward of Horace Holly, Leo is an attractive, physically active young English gentleman with a thick head of blond hair. He is the confidant of Holly and befriends Ustane. According to She, Leo resembles Kallikrates in appearance and is his reincarnation."
She: A History of Adventure,Ayesha ,"the title character of the novel, called Hiya by the native Amahagger, or 'She' (She-who-must-be-obeyed). Ayesha was born over 2,000 years ago amongst the Arabs, mastering the lore of the ancients and becoming a great sorceress. Learning of the Pillar of Life in the African interior, she journeyed to the ruined kingdom of Kôr, feigning friendship with a hermit who was the keeper of the Flame that granted immortality. She bathed in the Pillar of Life's fire. Her name Ayesha is of Arabic origin and according to the author should be pronounced 'Assha'."
